Id,EssaySet,Score1,Score2,EssayText
17869,7,1,1,rose optimist even every seem hard everyone talk anna laugh tri lighten situate make seem better even neat affect everyone family
18731,7,0,0,think know every ignore anna
17182,7,2,2,rose covers anna show mature anna get upset miss papa instead get angry anna understand rose calm explain necessary work los angel make money
20825,8,1,2,paul hear mr leonard college story want help learn read becut mr leonard go help get shape
23544,9,1,1,first author tell begin space explore talk satellite acid author talk toolbag get left space talk danger microdebri space
8732,4,0,1,signific word invars story macing want import commercial attract anim u fish wildlife service let want invade specie import macing think introduce invars pass judgement
20080,8,2,2,know leonard come isnt good student either want help leonard help track found last two paragraph story
21693,8,2,2,paul Aman mr leonard background inform broke college record freshman year story state paul took free time print paper mr leonard ask mr leonard tell
17284,7,0,0,get work EASI think essay wright even win cant go get prize think brother every parent money dad move far away
6505,3,1,2,panda koala similar eat one thing almost Ecclus like paragraph explain panda eat bamboo eucalyptus koala two anim differ python eat almost Anyah like paragraph explain python eat Allix
6414,3,1,1,panda china similar koala bear australia specialist also eat similar food
20842,8,2,2,paul could relate mr leonard went paul knew felt abl read knew also felt overcome obstacle shown say mot mr leonard word familiar learn inform also show paul find sens leadership init overcome inable read find outlet take leadership run track get high school team read abl help mr leonard learn well
8558,4,1,1,invars mean differ anim start spread differ place adapt surround example article state snake tri eat Ali survive
8983,4,1,1,signific word invars rest article article state mani invars specie undergo lag prolific example python seen multiple local remote region overglad
18344,7,1,2,rose hard work girl will help family problem take time write essay every night help aunt Polab prepare dinner
9365,4,0,1,word invars signific say someone Judg reptile Judg reptile go danger safe become pet think people bring america introduce
5441,3,2,2,panda china similar koala australia specialist country differ python python invars specie
20722,8,0,0,want like mr leonard track star want smart abl read
21248,8,2,2,paul know mr leonard trouble read younger know person read achieve goal Anyah
6363,3,2,2,panda china similar koala australia specialist anim need specif food source survive anim differ python adapt article say python found mani differ area use show unlike panda koala python adapt environ
5539,3,1,1,panda china similar koala australia one major source food rely differ python python carnivora panda koala herbivora
5070,3,2,2,well obvious differ panda koala python python generalist panda koala specialist bob Roy macing co owner glad help farm said generalist chang specialist stabile earth rapid chang place one differ python panda koala
17788,7,0,0,rose think money every need detail passage say job los angel paid three time make
18036,7,2,2,rose care encourage sister every go alright life get better even though feel doubt assur anna dad away make thing better abl send college
20817,8,1,1,paul realize mr leonard like accomplish cometh great inspire show accomplish mani thing even great other
6040,3,0,1,panda koala similar eat tree python eat Anyah see hungry panda koala kill anim python spit venom anim human panda koala friend python evil
17789,7,1,1,rose hard work respect girl story state told truth would hurt aunt aunt would probabl tell mother
9195,4,2,1,signific word invars python reptile import slowly take area inhabit kill native specie invade habitat
5884,3,1,1,china panda eat not bamboo australia koala bear eat eucalyptus leave anim herbavior mean eat not plant howel python consider carnivora meat eater there different python hunt meat koala panda eat herb
17429,7,0,0,anna handwork say work shift job somewhere also keep veil confide younger sill order keep frighten
18185,7,1,0,rose posit person trait shown rose remain posit talk anna want upset
8296,4,1,1,signific word invars rest article invars specie kill native wildlife article state python invars specie kill five ending specie florida key include key largo wood rat
6596,3,1,1,panda china eat not bamboo koala australia eat eucalyptus leave almost Ecclus two anim eat thing made climate snake eat thing suppos aligitor invars
21703,8,0,0,wonder would hall monitor good
18241,7,0,0,dont care sister anna talk care say start Aneth subject
21555,8,0,0,paul good student good athlete
5799,3,2,1,panda china like koala australia reliant one source food bamboo panda eucalyptus leave koala python contrast eat variety thing make generalist panda koala specialist
9619,4,2,2,word invars signific article controversy caus describe python specie python rapid spread southern usa specialist agre whether hurt environ example robroy macing believe python best thing happen everglade last year skip snow biologist call ridicule specialist seem come together agre
5347,3,1,1,panda china koala australia differ python specialist specialist adapt area climate right survive main bamboo eucalyptus leave accord article generalist python live anywhere become abound best around human
24163,9,2,1,author organ article begin end author start simple fact attent getter make way toward import fact author three major fact support detail give overall view option article
9739,4,2,2,word invars use describe reptile mani time throughout article invars refer way reptile show breed rapid consume mani area native anim snake lizard thought abl complete take ecosystem area people feel though area invade creature scientist say major threat biodivers
6048,3,1,0,china panda koala australia eat plant python eat meat Allix mice
23663,9,2,2,author organ article explain order first author grab reader attent talk tool bag sky section space junk author explain junk orbit author move crash cours author talk true incide happen february end section author use little bit big deal sum space junk may small big deal serious
20184,8,2,2,story paul find mr leonard great meter hurdler paul look mr leonard trouble read well motive paul work hard school track
23260,9,1,1,author organ article differ topic real space junk author use super organ article differ sub topic explain detail danger space junk
5671,3,2,2,china panda australia koala similar eat thing constant article state specialist china panda eat not bamboo australia koala eat eucalyptus leave almost Ecclus differ between two anim python python eat Anyah swallow
21227,8,2,2,paul impress mr leonard record college track star evil paul interest impress tone confront mr leonard mr leonard inform paul read disable paul sympathy mr leonard mot embarrass challenge talent mr leonard common paul inspire paul return mr leonard generous time paul like teach mr leonard read
23239,9,1,1,talk soviet union latch first satellite unit state follow suit start space junk rocket fall back earth satellite still orbit earth crash back earth
21448,8,2,2,paul happy shock time didnt know mr leonard track star mr leonard train paul paul want train mr leonard read
20585,8,0,0,find mr leonard know much sport Soo tri help much
9228,4,0,0,invars specie undergo lag prolific
23448,9,1,1,organ article put topic differ section article
24729,9,2,2,introduct article grab attent make want read space junk describe event occur overtime mircodebri Sabelli space crash cours tell two satellite colloid orbit around earth orbit also tell spectacular crash creat debris object little bit big deal tell much people truly care go space also tell danger microdebri avoid
8870,4,1,1,invars mean specie found area get place found reproduce whole article talk reptile never found america found danger ecosystem
9389,4,0,1,invars vari import word article think invars mean danger ending place number invars specie brumes python think snake python think harm danger see invars signific article know take multiple danger anim
18361,7,0,0,rose love work hard tri help brother get good college would Anyah even end hurt
6475,3,1,1,panda china similar koala australia specialist harm earth differ python python generalist harm earth python favor chang specialist favor stabile panda koala need survive bamboo leave python need eat anim order survive
21395,8,1,1,paul work hurdle high school track coach came talk paul got URL track field website coach said search grabowski grabowski guy train paul good hurdle paul search trainer surprise thing grabowski
8894,4,1,0,word invars signific article main anim author think throughout article python invars specie
20624,8,1,1,effect paul find background inform mr leonard shock exit also felt closer relate
20160,8,1,1,suparis disco good one point time want know happen story
24366,9,0,0,make interest story right away give lot statistic fact
24356,9,1,1,author organ article section header header tell us section
22958,9,1,1,well put together because author organ differ section eye catch ben differ till caught interest talk certain topic
21234,8,1,2,paul kind shock disco went direct mr leonard ask never said Anyah paul feel connect mr leonard run ran hurdle hard time read
6641,3,2,2,panda koala specialist require specif habitat live differ adapt habitat python hand abl live survive mani habitat restrict one food source like panda koala find way survive climate fit
9658,4,1,1,signific word invars mean invade cometh invars specie uncheck nature predate major threat biodivers quot prof invars creature belong creature harm u
20113,8,1,0,paul get background inform mr leonard see like paul struggle read also runner paul foreshadow mr leonard story grow high school college
5672,3,2,2,panda koala similar vegetarian eat thing similar python carnivora eat meat dont feet like panda koala
5794,3,1,1,panda china similar koala australia china pand eat almost not bamboo australia koala bear eat eucalyptus leave almost Ecclus differ python python eat most Anyah
9351,4,1,1,signific word invars tell reader feel anim example guy said introduce that name necessary tell reader people think pet spread everywhere invade
5716,3,1,1,chines panda australian koala alike eat almost not beside one thing bamboo panda eucalyptus leave koala differ python python prey one source
18427,7,0,0,rose smart person think thing differ other shown paragraph anna say money every rose say already every people think situate way
18416,7,0,0,rose busy young women
17610,7,0,0,seem like like keep clot really care talk much people like talk sister short answer really talk like normal sister talk
20367,8,0,0,problem read know got help even lear center move along would complin Thier life getting school succes way live
6447,3,2,2,panda china koala australia article call specialist live certain environ unable survive other python call generalist abl survive differ climate adapt place differ region
21135,8,2,2,paul print paper mr leonard learn best hurdler nation paul also learn mr leonard read like paul mr leonard tell paul flunk college paul realize import read overcome obstacle
5536,3,1,1,well article state china panda eat not bamboo australia koala bear eat eucalyptus leave almost Ecclus similar eat most one type food source even might differ
17661,7,0,0,rose convert anna show indeed talk younger sister act like mother watch anna instead ignore sister like older sill may rose ask anna matter check see alright anna continue worry rose tri reassure thing fine future long work together rose assume response absence mother rely anyon work
9607,4,0,0,invars describe specie mention article increase
18077,7,1,1,hard worker really care family
21477,8,1,1,happy heard about past chiv od mr leonard motive want work hared better made relic could mr leonard buy good racer
8664,4,1,0,word invars mean thing introduce Aneth thing property like people bring exit anim bring unit state
17850,7,0,0,sister walk room rose head wrong feel okay
17532,7,0,0,like talk people feel anna rose said wrong feel okay fine sister said Aneth bad dream
8817,4,0,0,invars mean basic bear reptile danger great untimid cometh away
9412,4,0,1,signific invars unwan macing sate invars pass judgement
5966,3,1,1,panda china koala australia differ python panda koala eat one thing example bamboo eucalyptus leave python eat Anyah example Allix
20402,8,1,1,good effect make train harder
24416,9,2,1,author organ article effect way EASI find inform find differ section author start article statement grab reader attent move explain space junk give back gourd inform article move explain danger space junk potent affect earth be
5459,3,2,2,panda china koala australia similar specialist eat one food main found homeland would hard food anywhere els python article say differ story long climate right adjust find food
8563,4,0,0,signific word invars rest article almost like invars python invade florida southern state mere introduce
17050,7,1,1,one trait describe rose hard work tell long day school work follow help aunt Polab prepare supper homework tri concent word essay work hard day accomplish
20165,8,2,2,well paul dose know read good get URL ask mr leonard say dose know read paul know feel rose show read
18625,7,2,2,story cross charact rose hard work rose talk younger sister anna say fell asleep work essay Aneth thing rose say talk sister part help paul older brother finish college later story talk aunt aunt say feel weigh help family example show rose hard worker
21081,8,1,1,help feel better know one kind read problem
17222,7,0,0,one thing describe rose work tire one detail day long demand school gone stright restaur work four hour shift stright home help aunt Polab prepare quick supper
8445,4,0,1,signific word invars mean differ unique way article state even term invars specie unfair said introduce think invars pass judgement mani anim invars specie
18545,7,0,0,steps call self insane tri get done whole bunch stuff include essay
18049,7,1,1,weigh time caus help family give person give time work brother make money finish colled school gone straight restaur work four hour shift straight home help aunt Polab prepare quick supper that ws time homework
21514,8,2,2,paul exact average boy really fit cannot read mr leonard start help track paul got spot track team reveal mr leonard really mr leonard girabowski track star broke record even got scholarship college taken away could read paul could sympathy feel embarrass know answer grate every decide return favor paul go teach mr leonard read
21399,8,0,0,mr leonard began walk back toward school turn ask
17240,7,0,0,anna smart girl reason think gone three thousand word essay
24119,9,2,2,author organ article first grab reader attent describe space junk really space junk form last care reduce space junk
5396,3,0,0,panda china similar koala australia eat specif food paragraph state specialist china panda eat not bamboo australia koala bear Ecclus eat eucalyptus python specif diet therefor restrict one area work
21297,8,2,1,show really train realize would known mr leonard former hurdle runner ran state might felt bad good one day realize mr leonard help help read
21450,8,0,0,paul come background inform mr leonard coach init relic Glori day young talent attelet continue tell story begin feel sad paragraph say mr leonard hand the paper back look round brow furrow voice crack spoke indic paul bring back inform really effect mr leonard embarras fact read knew paul slow reader knew paul could relate
21237,8,0,0,paul
24395,9,1,0,tell inform danger explain much caus problem
24501,9,0,0,author organ article
19990,8,0,0,mr leonard tri good person want go collar mr leonard felt embarrass
5234,3,1,2,panda specialist along koala eat specif plant tree bamboo eucalyptus python generalist python eat meat kind meat live anywhere panda koala specif place
21376,8,0,0,kind show kind person mr leonard back
19983,8,0,0,mr leonard good track runner broke lot record ran hurdle poor reader lost scholarship flunk college work hall monitor paul go help mr leonard read mr leonard go help paul run track
17824,7,0,0,rose type person think fureur picture brother get diploma make parent round know live rest brother dose make think lot stuff
20044,8,2,2,paul start wonder mr leonard told read rely friend help high school paul start relic go path teacher go younger paul decide teach teacher read
6513,3,1,1,panda china koala australia similar accident specie become abound often best around human example panda koala hand python differ anim lizard snake least culture less respond support
17188,7,0,0,rose seem busy Bodi time enjoy life case point would squeeze write flawless three thousand word essay
24696,9,1,0,begin shock statement get reader interest begin history behind spacecraft creat purpose use
9307,4,2,2,signific word invars article non native anim take native anim article say invars specie uncheck nature predate major threat biodivers specie brought take place anim snake say impel ending specie florida key invars right word describe action
24682,9,1,1,author organ article event lead main topic start first artifice satellite end space trash outer space
6359,3,0,0,panda china similar koala australia eat thing normal dont eat differ python cant easily migrate
6644,3,2,2,panda china koala australia specialist live one food source could live area chung habitat would mean death differ python python generalist adapt chang habitat quick eat Anyah python already made chang habitat everglade u
21463,8,0,1,paul extreme affect fact knew mr leonard help want paul end feel embarrass toward later life mr leonard went situate paul go right
9320,4,0,0,word invars lot signific mac inn believe term unfair pass judgement whole article base study
6271,3,1,2,panda china koala australia similar specialist china panda eat almost not bamboo australia koala eat eucalyptus leave Ecclus differ python python generalist live anywhere eat Anyah
8900,4,2,1,invars adject cometh invade cometh els use describe new specie macing want import place fiji madagascar import word article contrast differ people news opinion govern tri keep call invars specie macing differ say term invars specie unfair introduce think invars pass judgement show differ opinion whether anim import
17687,7,1,1,think rose describe care get certain point start care
8785,4,1,1,article believe invars mean cometh look away biologist howel say invars specie uncheck nature pretan main threat biodivers show cometh invars danger cometh away
21221,8,1,1,first fault think mr leonard hall monitor get motive tri hurdle story progress learn trouble ready paul feal closer even motive thing learn motive become near end story paul learn mr leonard actual collar coach became even motive pretty much every mr leonard help motive paul
20183,8,2,2,felt familiar mot embarrass mr leonard felt paul grate mr leonard given time help succeed cometh want show respect help mr leonard cometh want help learn read
17837,7,0,0,rose seem kind person although know feel way much plate doesnt show time like talk anna would import kept cool assur anna go alright
8268,4,1,0,word invars mean like invade take lot people think trot anim world would invars escape place live continue new life would ending people live also
8691,4,0,0,signific word invars could mean invars reptile python lizard people house pet people agre idea degrade earth alarm rate
6728,3,2,2,panda china similar koala australia specialist mean eat certain kind food also mean live certain place anim differ python python generalist mean eat wide variety thing therefor survive pretty much anywhere
8458,4,0,0,invars like anim differ Bodi part
6141,3,1,1,panda koala similar live lone live friend human intent eat one thing panda eat bamboo koala eat everglade
8459,4,0,0,signific word invars article describe people u category reptile put open area other example macing say think invars pass judgement
23735,9,0,0,star question first move Aneth step
18520,7,2,2,rose talk anna show selfless trait shown say part help paul finish college get good job anna pay go college unselfish work brother finish school even though exhaust
5847,3,1,1,panda china similar koala australia specialist specie panda koala differ python python generalist python adapt chang live almost anywhere panda koala naiv
20592,8,0,0,mr leonard hall monitor job paul main charac mr leonard want get sport also paul wa college
23028,9,1,2,author organ article section section help place specif topic category allow reader full understand author want reader know author creat four section section differ topic subject topic proved wide rang inform space junk author also organ first section light convert author gradual become serious talk history space junk
6368,3,1,1,panda china similar koala australia specialist also eat basic one type food panda eat bamboo koala eat eucalyptus leave make differ python python generalist python eat almost Anyah sight example Allix
5102,3,1,1,panda china koala australia specialist favor specialist stabile paragraph eat one thing Ecclus python howel generalist eat variety thing live mani place generalist like python adapt better specialist like panda koala
9796,4,0,0,invars mean far say people start bang specie new place macing say for introduce
9030,4,1,1,signific word invars mean reptile take invade article say invars spies unfair said introduce use invars nice word describe cometh mean take invite
18495,7,1,1,trait stood rose care family example goe lay younger sister comfort
5202,3,1,1,panda koala similar live mild area warm also eat one type food panda eat bamboo koala eat eucalyptus leave
9770,4,1,1,invars argue define toward specie macing feel pass judgement python good thing skip snow say invars bad imperil five ending specie
17400,7,0,0,rose tell anna aunt Polab way weigh rose dream paul hold
23273,9,1,1,organ differ section super differ topic reader get confuse make appeal reader
9051,4,0,0,signific word invars mean invars specie introduce think invars pass judgement
8319,4,2,2,invars word use describe specie native habitat come live new habitat wildlife biologist everglade conoid brumes python invars specie native land imperil five ending specie florida key snake invade habitat mani specie could suffer arrive wild predate
23302,9,2,1,start grab attent give fact space junk define space junk give example give danger space junk
6509,3,2,2,panda china similar koala australia differ python panda koala similar coz dont eat harm anim article state china panda eat almost not bamboo australia koala bear eat eucalyptus leave make similar differ python python eat anim unlike koala panda article say python swallow Allix python would tri eat anim make differ
20118,8,2,2,inform paul receive website track coach gave made paul realize cometh mr leonard ask paul learn center mr leonard let paul go told couldnt read inform paul got effect make realize since cat read doesnt mean cant good thing like sport paul gave inform printout mr leonard mr leonard told since couldnt read quit track couldnt read grade school told paul realize mr leonard like sens couldnt read since mr leonard help paul help mr leonard learn read
5800,3,2,1,panda china similar koala australia most eat one food specialist china panda eat almost not bamboo australia koala bear eat eucalyptus leave almost Ecclus differ python python eat Anyah generalist
8979,4,2,2,invars signific rest article article whether python reptile invars anim snake imperil five ending specie florida key achenbach article say also give pro side specie say wonder introduct even term invars specie unfair reader determine python berg invars
24317,9,1,1,author organ article rhetor question get reader attent get serious tell history fact space debris state tell satellite machin space use world communis
4989,3,0,1,panda china similar koala australia specialist also eat one type food panda eat bamboo koala eat eucalyptus leave state paragraph also differ python python generalist said paragraph
9317,4,1,1,scientist article say reptile invars reptile introduce habitat customer Purchas reptile invars certain specie plant anim invade place native
8775,4,0,0,invars mean invade welcome need toles first place may also mean take
21149,8,2,2,familiar thing mr leonard went neither read well paul feel compel help mr leonard read skill since help paul improv run bail
21656,8,0,0,good guy n real good coach abl keep student job
17087,7,0,0,since tri comfort sister talk miss father rose tell anna father went work already every els need except money
21443,8,2,2,inform connect paul mr leonard show similar like feel embarrass also make realize help excel cometh time make paul want help read
18065,7,0,0,think rose tri help family lot young tri every hard rose talk aunt Polab aunt said feel weigh help family rose nod fell silent think show rose young lot family
21486,8,2,2,help realize trainer track star read end flunk college also motive help mr leonard
16969,7,0,0,anna tri help sound like mother mother didnt get work late rose doos tri write state essay win
18452,7,0,0,affairs affairs tell aunt truth
6769,3,2,2,panda china similar koala australia panda eat almost not bamboo koala eat eucalyptus leave almost Ecclus differ python
8279,4,1,1,signific word invars mean invade think story say biologist see trade nonnat creature factor rise number invars specie
23236,9,2,2,start attent get these start beg explain space junk tell junk came got end tell jow harm earth danger
9512,4,1,0,signific word invars rest article danger specie believe word invars mean macing say imperil five ending specie florida key
21370,8,2,1,story paul receive inform coach mr leonard mix feel shock paretic confuse first assumpt made paul ask question mr leonard college day feel shock awe express first question tell howel mr leonard explain journey college paul feel know had gone paul ultima feel like owe mr leonard decided train
9424,4,0,0,invars basic mean rare signific word article talk invars anim people keep pet rare specie kept pet u could mess every
5042,3,0,1,panda china eat bamboo koala australia eat eucalyptus leave anim Ecclus food python said article generalist panda koala generalist panda koala generalist well
18208,7,2,1,rose handwork goe school head restaur work four hour shift head home help aunt make quick super start homework
24684,9,1,1,author explain story first example goe point tell wat space junk tell harmful even think talk stuff hit orbit simple toolbag could caus problem
5482,3,2,2,panda china similar koala australia eat leave plant carnivora like python accord article state specialist china panda eat almost not bamboo australia koala bear eat eucalyptus leave Ecclus quot already state panda koala like meat
9453,4,1,1,signify word invars rest article invars mean snake belong brought america word use introduce
8377,4,0,0,think invars mean infang
20907,8,0,0,paul seem challenge ready start cometh leonard seem thrill exit join track team leonard
20658,8,1,1,background inform big effect paul paul felt comfort understood mr leonard found inform
18143,7,1,1,one trait rose reason example explain anna dad gone import reason import part help paul finish college
24668,9,1,1,author organ article talk junk orbit space explain space junk people dont know explain harm problem junk could earth even people travel space
23961,9,2,2,start inform reader space junk set tone make sure reader understand go first second talk satellite crash third talk matter small debris still heavy damage go five mile per second
18126,7,0,0,shi busy busy doesnt use time wise need plan need stuff
9728,4,1,1,word invars article mean invars specie one main point article python let loos could take enviro kill native specie make python invars specie
21670,8,2,2,effect paul get get background inform mr leonard shock disbelief confront mr leonard inform paul say tell inform show mt leonard college freshman meter dash broke record fail abl read
6526,3,2,2,panda koala specialist need specif thing live python howel need special thing live
9751,4,1,1,word invars article refer anim introduce near environ uncheck nature predate anim pose threat anim natural inhabit area
4942,3,0,0,panda china koala australia similar eat food nature example panda eat bamboo koala eat eucalyptus leave differ two koala panda python differ environ live example python live along canal cape coral panda koala live near forest
20751,8,2,2,paul learn mr leonard track star also read inable read made life lot difficult difficult people gone school paul also read felt close mr leonard felt epithet understood hall monitor mot complete could identify embarrass felt mr leonard given paul hope shown hurdle taught jump effect effect events paul abl join track team given Chanc excel cometh like never hear mr leonard story felt though give back story end clear paul help teach mr leonard read could feel accomplish
23688,9,1,1,start first satellite launch much space chang since
6634,3,1,1,differ article paragraph THI said china panda almost eat not bamboo australia koala bear eat eucalyptus leave almost Ecclus
23005,9,2,2,author use head organ article first head space junk give topic follow paragraph use head author ensue reader understand organ article eas author also goe chronilog order start year soviet union launch first satellite end present day
6624,3,1,1,panda china similar koala australia specie eat one food source panda eat bamboo koala eat eucalyptus leave specie differ python howel python eat almost kind meat
17907,7,0,0,rose feel guilty feel want much responsibility family nice since person want tell aunt felt
20007,8,1,1,affect mr leonard story paul show cometh set mind tri show want succ
9004,4,1,2,till story mention word invars word import signific rest article author include posit neat side reptile argument elemin bias invars refer neat side author note biologist say invars specie inherit nature predate major threat biodivers word invars refer argument new reptile danger
24111,9,0,0,organ detail
23673,9,1,1,organ tell tell become uncontrol orbit risk colloid eachoth harm us because go really fast speed explain tri control cant much watch
17263,7,2,2,one trait describe rose determine one detail support rose determine even though feel busy overload determine still work hard job school work make thing easier family
17124,7,2,2,think one trait rose pick convert hard work shook head yes aunt question situate difficult know difficult know outcome work better sister yet still work reallyhard get brother college show definitely hard worker go work even harder get want life
17467,7,0,0,think afraid tell people wrong cometh bother would rather keep deal Tham tell somebody help
17237,7,0,0,rose seem go along people say seem like one get angry people easily anna got disrespect way talk rose rose never got angry back talk anna
24336,9,1,2,author organ problem start begin first start explore space author goe order tell us much debris get orbit around earth author tell us danger detect not
8328,4,1,1,signific word invars article explain author say paragraph author use way explain python multiple live mani place world
9131,4,1,1,signific word invars danger article say think invars pass judgement mean Judg anim really know people python invars specie python could danger
8646,4,0,0,invars mean like danger other
17092,7,0,0,rose say part paul away college show rose indeed smart
23928,9,0,1,author hook reader catch statement goe fact author then happen space what caus problem space
9765,4,1,1,word invars signific article say human bring nature snake get loos get loos kill ending suci invars word huge argument snake
24016,9,2,2,author start attent getter next author explain main topic exact space junk author Selway risk dead satellite finish speak end first section last final section space debris danger topic mani care small matter
23676,9,2,2,author organ tell space junk goe back say what effect us people realize harm could
20879,8,1,1,paul shock know think
6574,3,1,1,panda china similar koala australia leave almost exclusively article state specialist china panda eat almost not bamboo australia koala bear eat eucalyptus leave almost Ecclus python live anywhere florida antarctica outer space
21068,8,0,0,paul realize mr leonard tri help become great hurdle mr leonard know paul trouble read work fix problem remedy read program mr leonard fantast hurdle college read college want go want paul abl mental physic well
23744,9,1,1,author put article differ section use differ section tell differ story give differ inform
23584,9,1,1,author creat introduct talk satellite become space junk pose problem one control DIAD satellite run risk colloid
24432,9,2,2,introduct author tri hook reader space junk tri explain space junk great concern around globe example article state microdebri field small cannot detect hit spacecraft damage author also state space agent help may space pollux decrees
24605,9,2,2,author put orbit junk section show space junk talk come bout come crash cours talk space junk may inter spacecraft object itll bit big deal talk caus problem astronaut spacecraft Tini debris big deal caus mission fail
9443,4,1,1,invars specie specie ship make whole new home whole differ habitat happen multiple like crazy place lot people ending well
9555,4,1,1,word invars signify anim differ area move Aneth area adapt reproduce make kind away could see could work would article say introduce think invars pass judgement wonder introduct
20033,8,1,1,background inform paul find mr leonard make work hard hurdle paul think weird mr leonard flunk school
9163,4,1,1,invars similar word intrude for somewhere da cometh want article refer reptile invars spread multiple area want
8724,4,0,0,invars mean article reptile warm climate anim
18381,7,1,1,rose sound response lot response still concern school work import thing life
5572,3,0,0,panda koala specialist anim mean basic rely environ survive anim eat almost not one certain food like differ python travel differ place adapt environ survive
5914,3,2,2,panda australia koala bear similar way eat main one type plant unlike panda koala bear python eat mani thing make possible invars specie
21563,8,0,0,hes ilitereatc
9335,4,0,0,invars constant use article
8386,4,0,0,invars mean horrible destructive control
24453,9,0,0,organ good
5721,3,1,1,panda koala similar specialist specie eat either bamboo panda eucalyptus leave koala differ python python generalist abound best around human an live basic anywhere koala restrict australia panda china
9674,4,0,0,word invars signific article people look reptile keep pet
17952,7,0,0,one trial rose tell feel doesnt really express much anna seem way like clot say feel certain way doesnt express well anna keep every inside like paragraph anna rose convert topic father rose felt gone fore job l pay really good money job home ana look rose like money every sound like upset dad far away anna really miss
18379,7,0,0,rose want pleas everybody talk anna talk job help brother paul finish college get good job
5947,3,2,1,article state panda koala specialist specie mean rely one thing survive panda eat bamboo koala eat eucalyptus leave where python eat Anyah rat Allix
17266,7,0,0,rose stress individu mani conflict go family along school stressor one point say must insane think could hand family issue along school
18342,7,0,0,strong complain will accept help anna get made papa rose stand even though shes tire want come home
18331,7,0,0,rose busy individu goe school work help pay older brother college expense
17646,7,2,2,story rose hope paragraph state brother paul finish college admit get good job pay two sister college educ
21276,8,2,2,effect paul make feel epithet toward mr leonard paul understand mr leonard feel one people around trouble read fact mr leonard explain hard accomplish homework made paul feel connect similar problem paul also struggle get homework done plus make paul understand could turn didnt learn adept read skill flunk like mr leonard
8740,4,2,2,word invars mean organ get environ origin introduce suppos difficult impose get rid Italo mean itching environment chain python slowly kill Keylargo wood rat chang diet anim process
6382,3,0,1,koala panda bear china similar term diet herbivora eat plant explain paragraph also specialist best around human python howel generalist thus abound
23000,9,2,2,author start introduct fill shock statement inform grab reader attent author give background inform space junk got orbit next section proved inform danger space junk debris orbit final section tell problem space junk scientist work hard find slut
17867,7,0,0,rose upset family work time brother get anytime school work hang friend paragraph aunt offer cometh somehow make feel lighter
6378,3,0,0,panda china simular koala australia eat one thing day specialist also differ anim like python panda koala plant eater python eat anim generalist
24109,9,1,1,break topic different section read understood clear
23396,9,1,1,author organ article unravel inform space junk reader first author make situate interest explain first thing reader know read rest article next give history inform reader read last author explain big effect small piece
23120,9,2,2,article organ author section section super differ subject example section till crash cours explain thing break apart debris stay space caus damage thing simple hit
20901,8,0,0,distinguish mass one select remedy read program
9642,4,0,0,word invars really good word say article said guy bring invars anim u really introduce anim u
18295,7,0,0,one trait rose spoil wealth parent work earn
17082,7,1,1,convert aunt tell rose care people really need help
24037,9,1,2,organ first little inform go talk explain tell space junk give fact collis space junk could
20193,8,2,2,background inform shown mr leonard aw past paul seen encourage because like mr leonard help practic running help mr leonard practic read
5274,3,1,1,china panda bear similar australia koala bear china panda eat almost not bamboo australia koala eat eucalyptus leave specie differ python python eat almost anim Anyah meat
21630,8,0,0,think mr leonard good thing help young boy help cometh nobody probal never done teach run track
24725,9,1,0,author organ artic put Stictis first tri persuade ready really happen think really good because people need know true fact
23597,9,2,2,author organ article first grab reader attent shock statement explain space junk author show example two satellite crash example microdebri author also tell us even smallest debris destroy spacecraft say slut difficult
18074,7,0,0,one trait describe rose base convert anna aunt Polab since example support answer anna walk kitchen rub eye
6226,3,1,1,panda china similar koala australia panda eat almost not bamboo koala eat eucalyptus leave achenbach differ python panda koala eat almost Ecclus python eat kill mani anim one kind
17705,7,2,2,rose postil mature influence sister anna life anna feel discourage resent toward hard family must work put older brother paul college rose reason paul college pay go college rose selfless suppress stress anger sake sister
18516,7,1,1,thought rose conoid other must feel situate example paragraph rose say felt you much response rose imagine brother must feel
17206,7,0,0,rose girl like nod clot detail strong girl
18243,7,0,0,scare trouble ask think scare abl support brother help trouble see way help took hand
18024,7,0,0,rose convert anna rose leadership shine despite exhaust discourage rose patient encourage sister rose remind anna overall goal paul gradual pay college educ rose overlook problem help lead sister
20807,8,2,2,paul found mr leonard star college track broke college freshman record meter hurdle howel found mr leonard flunk college paul realize luck get help read learn center mr leonard school learn center never got help read problem great potent athlete never got realize learn problem make paul appreci tutor
23675,9,1,1,author organ article tell inform reader order scramble author talk space junk tell us act space talk crash cours little piece rock caus serious damage spacecraft
21457,8,2,1,paul surprise mr leonard great hurdler runner became inspire mr leonard told lose scholarship flunk read paul could relate remember feel embarrass call read know answer everyone els knew
6128,3,1,1,panda china similar koala australia panda consume bamboo koala bear eat eucalyptus leave contrast python swallow Allix whole python swallow Allix whole defined eat human therefor panda koala much less harmless python
17960,7,0,0,rose feel urgent need relate dream yet expos fact truth might hurt start relic need see thing thought other eye
8778,4,1,1,signific word invars major threat biodivers life earth alway move round never fast nature barrier remove Anyah go anywhere complin ensue
18626,7,2,2,show compass the talk aunt Polab knew would hurt feeling told truth question say Anyah
23025,9,1,1,author certain till throughout article show topic go
8104,4,1,1,Rocray macing say invars wrong term use python say new concept call introduction introduce best thing happen everglade last year
